Job Title,Company Name,Location,Schedule,Salary,Date Posted,Apply Link,Apply More Links
Data Engineer,Sofico,Ghent,Full-Time,,2025-10-09,https://be.linkedin.com/jobs/view/junior-ai-engineer-at-sofico-4307546376?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.linkedin.com/jobs/view/junior-ai-engineer-at-sofico-4307546376?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://grabjobs.co/belgium/job/full-time/others/junior-ai-engineer-mfd-148734874?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'grabjobs'}, {'link': 'https://be.bebee.com/job/362666e67c1057d9ca2307aedbe42192?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}]"
Data Scientist,Team.Blue Global,Ghent,Full-Time,,2025-10-10,https://emplois.be.indeed.com/viewjob?jk=9b1a39d8d67844f5&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://emplois.be.indeed.com/viewjob?jk=9b1a39d8d67844f5&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'indeed'}, {'link': 'https://www.adzuna.be/details/5338433387?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'adzuna'}, {'link': 'https://grabjobs.co/belgium/job/full-time/others/data-scientist-hybrid-148166619?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'grabjobs'}, {'link': 'https://jobs4football.com/job/recruitment-data-scientist/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobs4football'}, {'link': 'https://www.learn4good.com/jobs/online_remote/business/4505988655/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'learn4good'}]"
Data Scientist,Aviv Group,Ghent,Full-Time,,2025-09-14,https://jobs.smartrecruiters.com/AVIVGroup/744000080429064-senior-data-scientist-w-m-d-?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://jobs.smartrecruiters.com/avivgroup/744000080429064-senior-data-scientist-w-m-d-?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'smartrecruiters job search'}, {'link': 'https://builtin.com/job/senior-data-scientist-w-m-d/7068356?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'built in'}, {'link': 'https://be.linkedin.com/jobs/view/senior-data-scientist-w-m-d-at-realo-4295576131?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://be.bebee.com/job/fa2ba0cd8c80bac27cd4e3489b17f96e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}, {'link': 'https://www.jobijoba.be/annonce/67/e46b2b6e10c790536414aee0d4c5e9ae?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'www.jobijoba.be'}, {'link': 'https://be.trabajo.org/offre-1399-b6aad92a6f377932e919b6daaa31b2d3?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'trabajo.org'}, {'link': 'https://www.jobilize.com/job/be-flanders-ghent-senior-data-scientist-m-f-d-orise-hiring-now-job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobilize'}]"
Data Engineer,Lighthouse,Ghent,Full-Time,,2025-10-05,https://be.linkedin.com/jobs/view/data-engineering-team-lead-at-lighthouse-4308072121?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.linkedin.com/jobs/view/data-engineering-team-lead-at-lighthouse-4308072121?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://be.bebee.com/job/4b492748cb1a6f3229e6c7c799269255?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}, {'link': 'https://jobs.fprimecapital.com/companies/lighthouse-2-5fd538dc-e556-443b-a3d0-d4ac091c430a/jobs/59611769-data-engineering-team-lead?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'f-prime capital partners job board'}, {'link': 'https://www.recruit.net/job/data-engineering-team-jobs/7332fcb03b29a216?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'recruit.net'}, {'link': 'https://be.clickajobs.com/gfj/9970888?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'clickajobs'}]"
Data Analyst,Gcs Recruitment,Ghent,Contractor,£50k–£60k a year,2025-10-10,https://www.gcstechtalent.com/job-search/416/data-analyst/bi-data-analytics/gent/job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://www.gcstechtalent.com/job-search/416/data-analyst/bi-data-analytics/gent/job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'gcs | technology recruitment specialists'}, {'link': 'https://www.student.be/en/internships/engie-internship-data-analyst/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'student.be'}, {'link': 'https://be.linkedin.com/jobs/view/data-analyst-at-baldwin-4302006441?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://profacts.jobtoolz.com/en/data-analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'profacts - jobtoolz'}, {'link': 'https://swooped.co/job-postings/data-analyst-ghent-showpad-8085e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'swooped'}, {'link': 'https://www.vdab.be/vindeenjob/vacatures/70537058/data-analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'vdab'}, {'link': 'https://be.jooble.org/jdp/-6159051673695727613?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jooble'}, {'link': 'https://be.bebee.com/job/c34ad07aa2f4dc9f64ccd7a316571104?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}]"
Data Analyst,Konnekt,Ghent,Full-Time,,2025-10-10,https://www.vdab.be/vindeenjob/vacatures/70713462/data-analist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://www.vdab.be/vindeenjob/vacatures/70713462/data-analist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'vdab'}]"
Data Scientist,Capgemini Engineering,Ghent,Full-Time,,2025-10-10,https://jobs.alooba.com/be/job/capgemini-engineering-data-scientist-consultant-840575/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://jobs.alooba.com/be/job/capgemini-engineering-data-scientist-consultant-840575/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobs - alooba'}]"
Data Analyst,Kwery,Mechelen,Full-Time,"€4,402–€6,951 a month",2025-09-28,https://www.vdab.be/vindeenjob/vacatures/72014592/data-analist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://www.vdab.be/vindeenjob/vacatures/72014592/data-analist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'vdab'}]"
Data Scientist,Biocartis,Mechelen,Full-Time,,2025-10-10,https://be.indeed.com/viewjob?jk=7011f12070489762&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.indeed.com/viewjob?jk=7011f12070489762&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'indeed'}, {'link': 'https://fr.simplyhired.be/job/absodpnkjwtsli3rtjmeormxkha44cdafxippt9tgupreawykiztjw?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'simplyhired'}, {'link': 'https://be.bebee.com/job/5ba522d2c0da831671ca36c8524eca9d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}, {'link': 'https://www.jobilize.com/job/be-vlaanderen-heffen-senior-data-scientist-ordina-hiring-now-job-immediately?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobilize'}]"
Data Scientist,Biocartis,Mechelen,Full-Time,,2025-10-10,https://emplois.be.indeed.com/viewjob?jk=b0a40d9e177d348d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://emplois.be.indeed.com/viewjob?jk=b0a40d9e177d348d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'indeed'}, {'link': 'https://be.jooble.org/jdp/143362898613836007?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jooble'}, {'link': 'https://be.bebee.com/job/a4c111f293f6d3a7f107f3759c4b4e24?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}, {'link': 'https://grabjobs.co/belgium/job/full-time/others/data-scientist-140088987?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'grabjobs'}, {'link': 'https://globalworkly.com/jobs.php?job=cn+data+scientist&country=belgium&city=mechelen&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobs'}, {'link': 'https://www.jobilize.com/job/be-flanders-mechelen-data-scientist-biocartis-hiring-now-job-immediately?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobilize'}]"
Data Analyst,Labcorp,Mechelen,Full-Time,,2025-10-07,https://be.engineering.jobs/nl/vacature/data-analyst-flow-cytometry-7929188?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.engineering.jobs/nl/vacature/data-analyst-flow-cytometry-7929188?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'engineering.jobs'}]"
Data Analyst,Bebeegegevens,Mechelen,Full-Time,€3.8k–€62k a year,2025-09-23,https://be.bebee.com/job/28a7b3e2b9f896a193f56223f62d6e9e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.bebee.com/job/28a7b3e2b9f896a193f56223f62d6e9e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}]"
Data Scientist,Datashift,Mechelen,Full-Time,,2025-10-10,https://emplois.be.indeed.com/viewjob?jk=45e9ef7e2414e0b8&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://emplois.be.indeed.com/viewjob?jk=45e9ef7e2414e0b8&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'indeed'}, {'link': 'https://fr.simplyhired.be/job/nitqa3lwzqm62tdgtguabl6cqs_reo1-efvvvwhphn6bhzq7szvobw?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'simplyhired'}, {'link': 'https://be.bebee.com/job/eec3b238c1d60b6e658f260a115e5258?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}, {'link': 'https://jobgether.com/offer/687f4177fd9af3ce40bcb62c-data-science-manager?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobgether'}]"
Data Analyst,Intelect Mechelen,Antwerp,Full-Time,,2025-10-02,https://www.stepstone.be/jobs--Junior-Data-Analyst-Schoten-Intelect-Mechelen--2172231-inline.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://www.stepstone.be/jobs--junior-data-analyst-schoten-intelect-mechelen--2172231-inline.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'stepstone'}, {'link': 'https://be.linkedin.com/jobs/view/junior-data-analyst-at-intelect-4305555649?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://be.bebee.com/job/1fc4351e7c90b4d36f502dbcbfacf8e5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}, {'link': 'https://www.vdab.be/vindeenjob/vacatures/72058573/junior-data-analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'vdab'}, {'link': 'https://www.jobijoba.be/annonce/67/febbc143a6c61bea42732b64cce05a6e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'www.jobijoba.be'}, {'link': 'https://be.talent.com/view?id=8b81f8aa90bf&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'talent.com'}, {'link': 'https://jobs.jobg8.com/jobs/junior-data-analyst-in-schoten-antwerpen-belgium/5673-3003799505d1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobg8'}, {'link': 'https://be.clickajobs.com/gfj/9940925?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'clickajobs'}]"
Data Engineer,Bebeedata,Mechelen,Full-Time,"€4,150–€5,500 a year",2025-10-04,https://be.bebee.com/job/59e86f45a613594ab820dccb2a6d14f9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.bebee.com/job/59e86f45a613594ab820dccb2a6d14f9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}]"
Internship,Pgbpgnglobal,Mechelen,Full-Time,,2025-10-06,https://www.pgcareers.com/de/en/job/R000137443/Engineering-Internship-Automation-Mechanical-Mechatronic-Data-Science-Chemical?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://www.pgcareers.com/de/en/job/r000137443/engineering-internship-automation-mechanical-mechatronic-data-science-chemical?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'p&g careers'}, {'link': 'https://pg.wd5.myworkdayjobs.com/1000/job/mechelen-plant/ps-eng---intern-co-op---management_r000137443?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'workday'}, {'link': 'https://be.indeed.com/viewjob?jk=186d54139d40efd3&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'indeed'}, {'link': 'https://be.linkedin.com/jobs/view/engineering-internship-automation-mechanical-mechatronic-data-science-chemical-at-procter-gamble-4287142299?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://www.jobmonkeyjobs.com/career/27035617/ps-eng-intern-co-op-management-any-mechelen-7332/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'jobmonkeyjobs.com'}, {'link': 'https://www.talentify.io/job/ps-eng-internco-op-management-mechelen-flanders-be-procter-gamble-r000137443?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'talentify'}]"
Data Scientist,Projective Group,Antwerp,Full-Time,,2025-10-08,https://be.linkedin.com/jobs/view/medior-ai-data-scientist-at-projective-talent-part-of-projective-group-4285867249?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"[{'link': 'https://be.linkedin.com/jobs/view/medior-ai-data-scientist-at-projective-talent-part-of-projective-group-4285867249?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'linkedin'}, {'link': 'https://www.jobijoba.be/annonce/67/047d3cb65fde6f0d435b6ddd215ed85b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'www.jobijoba.be'}, {'link': 'https://be.bebee.com/job/c8bffe29f58ad32dffad942cc26126bc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic', 'source': 'bebee'}]"
